Date,Product_Name,Category,Quantity_Sold,Cost_Price,Selling_Price,Profit,Remaining_Stock
10/23/2023,Kids Sneakers Blue,Kids,11,626,,7486,43
6/25/2022,Casual Loafers Brown,Casual,6,952,1759,4839,59
6/5/2022,Ladies Flats Gold,Ladies,4,843,1715,3486,128
1/1/2022,Ladies Flats Gold,Ladies,1,808,1692,884,92
4/2/2022,Casual Canvas White,Casual,3,552,1138,1758,71
12/25/2024,Slippers Home,Casual,5,231,584,1767,96
7/12/2022,Kids Sneakers Blue,Kids,14,576,1291,10011,30
2/4/2022,Casual Loafers Brown,Casual,11,953,1843,9784,104
8/21/2022,Sports Adidas Ultra,Sports,8,3156,5083,15420,16
4/23/2023,Slippers Home,Casual,12,261,531,3236,37
8/12/2022,Formal Oxford Black,Formal,9,1741,3495,15784,126
4/3/2022,Casual Canvas White,Casual,5,560,1077,,66
7/24/2022,Jogging Shoes Puma,Sports,1,2641,4359,1719,29
5/9/2024,Jogging Shoes Puma,Sports,6,2318,4376,12345,34
4/4/2024,Ladies Heels Red,Ladies,1,1273,2588,1314,64
7/1/2023,Sports Adidas Ultra,Sprots,12,3311,5487,26114,32
8/20/2024,Ethnic Mojri,Ethnic,15,497,1063,8499,
4/22/2024,Casual Loafers Brown,Casual,14,885,1848,13479,93
1/19/2024,Sports Adidas Ultra,Sports,9,3081,5551,22230,145
1/16/2024,Formal Oxford Black,Formal,14,1797,3204,19703,19
10/14/2024,Sports Adidas Ultra,Sports,19,3421,5080,31532,39
6/3/2022,Casual Loafers Brown,Casual,5,868,1949,5401,21
12/24/2024,Casual Loafers Brown,Casual,13,890,1948,13753,32
11/12/2023,Sandals Summer,Casual,10,379,914,5352,36
2/27/2023,Slippers Home,Casual,8,241,,2519,75
9/29/2023,Sandals Summer,Casual,7,423,921,3480,113
6/28/2023,Casual Loafers Brown,Casual,10,891,1947,10557,69
6/1/2024,Casual Loafers Brown,Casual,8,861,1844,7859,44
11/29/2022,Sports Adidas Ultra,Sports,5,3336,5083,8733,100
11/30/2023,Casual Loafers Brown,Casual,4,872,1728,3422,29
3/25/2022,Kids Sneakers Blue,Kids,11,644,1227,6414,10
6/2/2024,Boots Winter Leather,Formal,7,3703,5720,14122,10
11/1/2024,Sports Adidas Ultra,Sports,16,3027,5266,35826,
9/30/2023,Sports Adidas Ultra,Sports,14,2985,5562,36088,19
10/16/2022,Jogging Shoes Puma,Sports,11,2454,3935,16297,75
10/27/2022,Kids Formal Black,Kids,2,746,1480,1468,147
9/2/2023,Casual Canvas White,Casual,4,533,1157,2497,28
12/18/2023,Casual Loafers Brown,Casual,,847,1968,11216,65
3/5/2024,Ladies Heels Red,Ladies,8,1132,2541,11272,56
3/4/2024,Ladies Heels Red,Ladies,4,1247,2543,5185,64
10/23/2023,,Ladies,6,1482,,7130,119
6/4/2022,Slippers Home,Casual,6,267,564,1785,99
10/9/2024,Ladies Heels Red,Ladies,15,1106,2288,17730,106
7/22/2023,Ladies Heels Red,Ladies,13,1208,2402,15513,49
11/1/2023,Sandals Summer,Casual,14,412,903,6872,78
1/28/2024,Ethnic Mojri,Ethnic,7,491,995,3530,96
3/20/2024,  Boots Winter Leather  ,Formal,8,3696,5885,17509,87
3/22/2023,Kids Formal Black,Kids,1,722,1466,743,142
7/16/2023,Casual Loafers Brown,Casual,,885,1888,10023,65
12/16/2024,Casual Canvas White,Casual,10,580,1090,5101,117
7/8/2023,Ethnic Mojri,Ethnic,3,486,1055,1707,65
9/20/2023,Jogging Shoes Puma,,2,2339,3931,3184,111
3/9/2022,Ladies Heels Red,Ladies,5,1289,2562,6365,97
3/27/2022,Sandals Summer,Casual,1,371,922,551,64
4/14/2024,Sports Adidas Ultra,Sports,4,,5378,8389,85
10/24/2022,Kids Sneakers Blue,Kids,4,555,1251,2785,17
12/30/2023,Sports Adidas Ultra,Sports,14,3292,5634,32783,19
10/21/2022,Jogging Shoes Puma,Sports,2,2321,4078,3515,55
1/21/2024,Boots Winter Leather,Formal,4,3356,6249,11572,36
3/22/2022,Kids Sneakers Blue,Kids,15,581,,8813,21
5/29/2023,Ladies Flats Gold,Ladies,11,786,1532,8206,100
2/9/2024,Casual Loafers Brown,Casual,9,890,1952,9561,77
6/19/2022,Casual Loafers Brown,Casual,14,896,1859,13475,65
9/23/2023,Kids Formal Black,Kids,8,721,1530,6474,110
8/8/2023,Slippers Home,Casual,9,254,581,2940,51
10/11/2024,Casual Loafers Brown,Casual,5,920,1767,4232,72
2/18/2022,Formal Oxford Black,Formal,8,1933,3108,,24
10/3/2024,Formal Oxford Black,Formal,4,1701,3504,7212,
8/12/2023,Kids Formal Black,Kids,1,702,1406,704,34
3/15/2023,Sandals Summer,Casual,3,409,974,1697,25
9/17/2023,Ladies Heels Red,Ladies,9,1238,2522,11559,82
4/26/2023,Ladies Heels Red,,11,1157,2490,14667,69
6/4/2022,Ladies Heels Red,Ladies,3,1123,2516,4180,31
5/14/2023,Boots Winter Leather,Formal,4,3371,5794,9691,94
9/22/2024,Slippers Home,Casual,11,243,593,3856,67
2/12/2022,Ladies Heels Red,Ladies,10,1178,2588,,74
3/12/2023,Casual Loafers Brown,Casual,,852,1822,,21
10/4/2024,Running Shoes Nike Air,Sports,7,2701,4567,13066,19
12/25/2024,Casual Canvas White,Casual,13,553,1181,8169,62
4/24/2023,Sports Adidas Ultra,Sports,7,3302,5705,16814,27
11/10/2022,Casual Loafers Brown,Casual,3,925,1722,2391,127
4/25/2023,Sandals Summer,Casual,7,399,924,3676,11
11/12/2023,Sandals Summer,Casual,11,380,925,6000,25
11/3/2023,Ethnic Mojri,Ethnic,11,492,990,5469,59
4/20/2023,Casual Loafers Brown,Casual,7,879,1737,6008,29
12/29/2022,Slippers Home,Casual,14,257,532,3855,23
5/10/2024,Casual Loafers Brown,Casual,8,883,1853,7758,73
8/21/2022,Boots Winter Leather,Formal,11,3563,6064,27516,25
3/18/2022,Ethnic Mojri,Ethnic,7,519,1084,3953,99
4/7/2024,Ladies Heels Red,Ladies,8,1157,2402,9958,32
1/20/2023,Ladies Heels Red,Ladies,3,1258,2429,3513,57
11/2/2023,Sandals Summer,Casual,6,407,955,3285,
11/9/2023,Ladies Flats Gold,Ladies,1,827,1606,779,46
2/23/2024,Formal Pump Ladies,Ladies,10,1559,2688,11286,12
6/2/2022,Formal Oxford Black,Formal,1,1927,3064,1137,35
9/27/2022,Ladies Flats Gold,Ladies,11,797,1618,9037,57
4/14/2024,Ladies Heels Red,Ladies,5,1212,2638,7131,11
7/1/2022,Formal Oxford Black,Formal,15,1730,3151,21319,79
3/4/2022,Slippers Home,Casual,10,252,588,3357,48
8/15/2023,Boots Winter Leather,Formal,9,3376,5956,23220,139
1/5/2022,Jogging Shoes Puma,Sports,11,2419,4183,19404,138
12/7/2023,Casual Loafers Brown,Casual,4,866,1947,4325,28
11/28/2024,Casual Loafers Brown,casual,2,929,1856,1853,14
9/19/2022,Formal Pump Ladies,Ladies,4,1406,2738,5328,60
3/3/2024,Ladies Flats Gold,Ladies,14,850,1690,11757,71
11/11/2023,  Kids Sneakers Blue  ,Kids,1,636,1151,515,92
7/9/2023,Ethnic Mojri,Ethnic,1,489,1011,522,64
5/22/2023,Running Shoes Nike Air,,13,2882,4457,20473,15
9/4/2022,Formal Oxford Black,Formal,1,,3140,1216,97
5/3/2023,Sandals Summer,Casual,3,426,868,1326,143
1/12/2023,Ethnic Mojri,Ethnic,3,519,1017,1493,37
3/18/2023,Ladies Heels Red,Ladies,4,1185,2498,5251,88
1/8/2022,  Kids Formal Black  ,Kids,8,,1358,5518,152
10/4/2024,,Kids,7,641,1167,3679,80
8/30/2024,Kids Formal Black,Kids,1,717,1538,821,134
3/4/2022,Kids Formal Black,Kids,4,680,1430,2999,69
8/20/2022,Formal Pump Ladies,Ladies,5,1465,2943,7388,41
1/20/2023,Casual Loafers Brown,Casual,13,937,1824,11536,94
7/28/2022,Ethnic Mojri,Ethnic,,504,1032,527,126
6/18/2023,Kids Sneakers Blue,Kids,11,610,1233,6853,46
3/21/2024,Ladies Flats Gold,Ladies,8,745,1693,7583,40
1/23/2024,Ladies Flats Gold,Ladies,15,796,1526,10946,22
10/21/2023,Ladies Heels Red,Ladies,5,1139,2517,6890,85
10/30/2024,Running Shoes Nike Air,Sports,16,2884,4388,24066,50
3/13/2023,Boots Winter Leather,formal,,3350,5795,4890,59
9/12/2022,Kids Sneakers Blue,Kids,3,,1251,,140
3/14/2024,Ladies Flats Gold,Ladies,1,821,1566,745,48
4/18/2024,Sports Adidas Ultra,Sports,1,3257,5158,1900,75
4/2/2024,Jogging Shoes Puma,Sports,7,2396,4350,13681,
9/13/2023,Kids Formal Black,Kids,1,711,1405,694,40
5/25/2024,Formal Oxford Black,Formal,8,1675,3441,14126,70
9/17/2022,Sports Adidas Ultra,Sports,5,3060,5207,10735,44
5/14/2023,Boots Winter Leather,Formal,3,3251,6034,8351,98
6/19/2023,Ladies Heels Red,Ladies,2,1114,2293,2357,48
6/16/2023,Sports Adidas Ultra,Sports,4,3343,5087,6973,52
12/23/2022,Boots Winter Leather,Formal,6,3703,5750,12283,59
5/15/2023,Ladies Flats Gold,Ladies,13,844,1527,8871,45
2/27/2022,Ladies Flats Gold,Ladies,1,822,1585,763,21
5/30/2023,Sandals Summer,Casual,,374,858,1938,36
1/23/2024,Sandals Summer,Casual,4,385,978,2371,58
3/27/2023,Boots Winter Leather,Formal,10,3252,6020,27684,92
4/1/2024,Casual Loafers Brown,Casual,14,969,1800,11621,67
3/18/2022,Sandals Summer,Casual,3,400,922,1567,97
1/2/2024,Ladies Heels Red,Ladies,11,1228,2336,12193,17
2/15/2023,Kids Formal Black,Kids,2,647,1421,1547,17
7/6/2023,Kids Sneakers Blue,Kids,16,625,1195,9109,110
7/15/2023,Sandals Summer,Casual,4,390,979,2356,80
9/20/2022,Ladies Flats Gold,Ladie,4,766,1526,3043,20
7/7/2024,Sports Adidas Ultra,Sports,14,3434,5356,,116
7/11/2024,Casual Loafers Brown,Casual,14,838,1838,13996,141
9/14/2023,Casual Canvas White,Casual,10,527,1181,6537,66
10/28/2022,  Boots Winter Leather  ,Formal,10,3222,6337,31148,91
10/29/2022,Ethnic Mojri,Ethnic,6,487,995,3052,59
3/30/2023,Slippers Home,Casual,15,257,,4809,92
4/19/2022,Ethnic Mojri,Ethnic,4,516,1056,2160,143
12/10/2022,Jogging Shoes Puma,Sports,2,2499,3816,2634,20
3/4/2022,Ethnic Mojri,Ethnic,1,496,1071,575,17
3/21/2022,Ethnic Mojri,Ethnic,12,496,963,5611,74
12/25/2023,Ladies Flats Gold,Ladies,13,757,1638,11451,121
6/6/2022,Ladies Flats Gold,Ladies,12,853,1706,10229,116
7/28/2022,Ethnic Mojri,Ethnic,1,528,,517,127
7/12/2022,Ethnic Mojri,Ethnic,14,494,952,6414,26
10/2/2022,Kids Sneakers Blue,Kids,13,559,1194,8262,101
3/25/2024,Ladies Flats Gold,Ladies,11,810,1634,9071,29
7/29/2022,Casual Loafers Brown,Casual,,900,1734,6674,64
12/2/2023,Ladies Flats Gold,Ladies,6,849,1757,5446,73
11/27/2022,Slippers Home,Casual,4,231,523,1167,116
4/21/2022,Ladies Heels Red,Ladies,7,1213,2368,8085,90
8/20/2024,Sandals Summer,Casual,14,404,880,6663,33
10/21/2022,Boots Winter Leather,Formal,,3367,6177,22483,129
4/26/2024,Casual Loafers Brown,Casual,9,926,1796,7829,84
10/13/2023,Ethnic Mojri,Ethnic,12,,973,5322,60
4/22/2024,Formal Oxford Black,Formal,4,1872,3154,5129,91
11/19/2023,Ladies Heels Red,Ladies,15,1229,2609,20693,102
9/12/2024,Kids Formal Black,Kids,5,727,1367,3201,104
11/11/2023,Sports Adidas Ultra,Sports,1,3294,5014,1721,71
3/12/2022,Boots Winter Leather,Formal,1,3442,6037,2595,11
12/8/2024,Formal Oxford Black,Formal,8,1888,3163,10197,140
2/28/2023,Casual Loafers Brown,Casual,13,840,1830,12869,61
3/17/2023,Slippers Home,Casual,11,230,594,4004,33
8/15/2022,Formal Pump Ladies,Ladies,2,1409,2693,2568,56
9/15/2022,Boots Winter Leather,Formal,11,3372,,34044,71
10/15/2023,Slippers Home,Casual,8,246,539,2348,41
4/15/2024,Kids Formal Black,Kids,14,721,1361,8957,74
12/1/2023,Formal Oxford Black,Forml,15,1818,3472,24819,13
5/11/2023,Ethnic Mojri,Ethnic,15,494,,7319,78
2/12/2022,Jogging Shoes Puma,Sports,3,2479,4091,4836,55
1/27/2024,Sports Adidas Ultra,Sports,13,3195,5528,30335,116
1/27/2022,Boots Winter Leather,Formal,7,3339,5994,18589,35
1/27/2024,Ladies Heels Red,Ladies,8,1138,2320,9455,140
9/1/2022,Ladies Heels Red,Ladies,6,1292,2564,7628,53
12/22/2024,Casual Canvas White,Casual,14,545,1184,8943,84
7/12/2023,Sandals Summer,Casual,7,385,900,3608,84
6/18/2022,  Running Shoes Nike Air  ,Sports,15,2737,4409,25079,
12/6/2023,Sandals Summer,Casual,11,402,919,5691,59
1/3/2024,Sandals Summer,Casual,4,387,939,2205,96
5/20/2023,Formal Oxford Black,Formal,5,1764,3314,7747,39
8/1/2023,Casual Loafers Brown,Casual,12,854,1917,12749,48
2/12/2023,Kids Formal Black,Kids,12,707,1473,9191,29
8/9/2023,Ladies Flats Gold,Ladies,6,806,1591,4712,67
8/27/2022,Running Shoes Nike Air,Sports,3,2598,4636,6114,82
1/11/2022,Sandals Summer,Casual,1,371,919,548,64
4/30/2024,Kids Formal Black,Kids,14,705,1535,11620,29
3/31/2023,Formal Oxford Black,Formal,5,1681,3083,7008,144
1/18/2023,Formal Oxford Black,Formal,16,1818,3284,23448,33
2/27/2022,Casual Canvas White,Casual,6,574,1139,3386,38
4/21/2022,Casual Loafers Brown,Casual,15,956,1977,15320,13
5/21/2023,Sandals Summer,Casual,6,432,921,2933,97
4/27/2022,Sports Adidas Ultra,Sports,16,3443,4982,24624,105
1/18/2023,Formal Oxford Black,,15,1832,3415,23754,49
12/25/2024,Ladies Flats Gold,Ladies,14,809,1541,10248,47
1/25/2023,Formal Pump Ladies,Ladies,11,1418,2672,13786,90
12/30/2022,Formal Pump Ladies,LADIES,3,1387,3070,5049,67
7/23/2023,Jogging Shoes Puma,Sports,10,2562,3940,13772,58
5/29/2023,Jogging Shoes Puma,Sports,14,2508,4245,24320,71
7/24/2024,Kids Sneakers Blue,Kids,16,611,1148,8579,104
3/10/2023,Casual Loafers Brown,Casual,3,949,1874,2775,48
4/17/2022,Sandals Summer,Casual,12,395,875,5766,75
12/19/2022,Boots Winter Leather,Formal,6,3570,6108,15228,89
6/19/2022,Jogging Shoes Puma,Sports,13,2687,,19792,40
2/27/2022,Formal Oxford Black,Formal,15,1671,3116,21666,24
12/18/2024,Slippers Home,Casual,12,256,527,,103
10/2/2023,Ladies Flats Gold,Ladies,13,810,1631,10673,100
8/22/2022,Formal Pump Ladies,Ladies,7,1506,3078,,20
1/4/2022,  Sports Adidas Ultra  ,Sports,13,3081,5440,30671,161
7/15/2022,Kids Sneakers Blue,Kids,10,628,1239,6112,63
5/3/2024,Casual Canvas White,Casual,10,535,1120,,25
9/10/2022,Jogging Shoes Puma,Sports,15,2576,4146,23549,62
10/23/2024,Formal Pump Ladies,Ladies,11,1548,2829,14087,55
5/23/2022,Formal Pump Ladies,Ladies,14,1445,3032,22229,
11/11/2022,Casual Loafers Brown,Casual,13,832,1849,13219,114
2/26/2023,Ladies Flats Gold,Ladies,4,845,1591,2981,10
6/4/2024,Jogging Shoes Puma,Sports,13,2400,4061,21581,40
8/19/2024,Formal Oxford Black,Formal,1,1868,3055,1187,15
4/18/2024,Sandals Summer,Casual,1,397,959,562,85
2/23/2024,Slippers Home,Casual,4,230,552,1287,76
1/26/2022,Ethnic Mojri,Ethnic,4,499,991,1968,95
3/29/2024,Kids Sneakers Blue,Kids,,554,1298,2233,
1/4/2024,Ethnic Mojri,Ethnic,2,498,1032,1067,39
10/7/2024,Jogging Shoes Puma,Sports,1,2313,4275,1962,96
8/5/2023,Boots Winter Leather,Formal,12,3469,5814,28134,34
10/7/2022,Sandals Summer,Casual,8,425,869,3552,111
7/22/2023,Casual Canvas White,Casual,15,527,1195,10017,69
12/24/2022,Formal Pump Ladies,Ladies,1,1546,2991,1446,11
4/8/2022,Slippers Home,Casual,11,240,538,3273,85
5/18/2024,Formal Pump Ladies,Ladies,3,1596,2862,3797,78
7/21/2024,Ladies Flats Gold,Ladies,9,833,1709,7884,11
4/6/2022,Sandals Summer,Casual,5,409,978,2841,19
10/11/2024,,Formal,15,1706,3151,21674,37
5/5/2023,Formal Pump Ladies,Ladies,1,1610,2705,1095,70
9/11/2022,Sports Adidas Ultra,Sports,7,3340,5042,11910,87
4/3/2022,  Formal Pump Ladies  ,Ladies,14,,2930,19280,21
1/25/2022,,Sports,8,3265,5154,15114,109
4/22/2023,Formal Pump Ladies,Ladie,,1439,,8992,83
3/9/2024,Ladies Heels Red,Ladies,13,1288,2615,17256,128
4/23/2022,Sports Adidas Ultra,Sports,19,3301,5276,37516,33
6/5/2023,Formal Oxford Black,,6,1860,3353,8958,119
7/13/2022,  Casual Canvas White  ,Casual,11,538,1142,,49
5/3/2024,Running Shoes Nike Air,,1,2878,4388,1511,105
9/3/2024,Kids Formal Black,Kids,10,686,1425,7390,123
8/15/2024,Casual Loafers Brown,Casual,1,880,1729,849,38
6/25/2022,Ladies Heels Red,Ladies,12,1176,2285,13313,74
3/25/2022,Kids Formal Black,Kids,4,,1417,2750,20
3/26/2022,Sports Adidas Ultra,Sports,2,3107,5304,4393,86
6/17/2022,Ethnic Mojri,Ethnic,15,487,986,7487,69
11/28/2024,Ladies Heels Red,Ladies,14,1283,2535,17534,79
10/11/2022,Casual Canvas White,Casual,13,515,1137,8078,48
5/1/2023,Jogging Shoes Puma,Sports,4,2419,3961,6170,26
1/17/2024,Ladies Heels Red,Ladies,13,1222,2563,,72
11/18/2024,Ladies Heels Red,Ladies,6,1105,2579,8843,106
7/30/2022,Casual Canvas White,Casual,9,562,1090,4755,11
3/31/2022,Formal Pump Ladies,Ladies,13,1519,2756,16078,35
6/23/2023,Sandals Summer,Casual,8,370,933,,57
11/2/2023,Casual Canvas White,Casual,11,529,1176,7115,39
12/23/2022,Casual Canvas White,Casual,4,,1081,1971,123
4/3/2022,Ethnic Mojri,Ethnic,,487,1003,4642,36
11/1/2023,Ethnic Mojri,Ethnic,7,524,1059,3746,82
6/14/2023,Kids Sneakers Blue,Kids,15,568,1165,8947,73
3/30/2022,Ladies Flats Gold,Ladie,5,797,1524,3636,95
3/2/2024,Casual Canvas White,Casual,,582,1129,7659,26
12/17/2024,Sports Adidas Ultra,Sports,8,2958,5510,20409,35
7/8/2023,Formal Pump Ladies,Ladies,4,1616,3000,5536,72
11/21/2022,Ethnic Mojri,Ethnic,13,485,1068,7590,13
8/15/2024,Boots Winter Leather,Formal,15,3729,6193,36957,64
4/12/2023,Ladies Flats Gold,Ladies,14,839,1543,9851,17
10/3/2022,Formal Pump Ladies,Ladies,5,1549,2792,6214,
10/26/2023,  Ladies Flats Gold  ,Ladies,7,846,1587,5187,36
10/17/2023,Kids Formal Black,Kids,13,688,1429,,
4/9/2023,Kids Formal Black,Kids,9,694,1451,6816,75
1/19/2023,Sandals Summer,Casual,5,400,867,2331,42
2/11/2024,Casual Loafers Brown,Casual,2,895,1940,2091,75
9/9/2023,Ethnic Mojri,Ethnic,3,492,999,1521,46
12/31/2022,Casual Canvas White,Casual,10,529,1061,5322,55
2/24/2022,Formal Oxford Black,Formal,14,1845,3461,22634,45
1/26/2023,Ladies Flats Gold,Ladies,4,841,1607,,10
11/21/2023,Formal Oxford Black,Formal,10,1900,3136,12366,41
5/31/2023,Kids Formal Black,Kids,13,710,1336,8130,140
4/16/2022,Casual Loafers Brown,Casual,9,971,1773,,29
8/28/2024,Casual Canvas White,,15,515,1107,8872,63
5/27/2024,Ladies Flats Gold,Ladies,,863,1540,4738,109
6/5/2024,Slippers Home,Casual,2,236,525,578,62
1/14/2024,Sports Adidas Ultra,Sports,5,3199,4999,9000,47
8/6/2023,Formal Oxford Black,Forml,12,1884,3389,18056,69
3/24/2022,Sports Adidas Ultra,Sports,2,3201,5072,3740,88
5/11/2024,Ethnic Mojri,Ethnic,6,505,1087,3494,
3/31/2022,Running Shoes Nike Air,Sports,14,2789,4928,,24
11/1/2024,Sports Adidas Ultra,Sports,21,3050,5620,53977,107
6/4/2024,  Sports Adidas Ultra  ,Sports,4,2995,5251,9022,35
6/30/2023,Kids Sneakers Blue,Kids,18,647,1159,9227,126
9/18/2024,Sports Adidas Ultra,Sports,3,3143,5328,6555,133
8/23/2024,Casual Canvas White,Casual,10,584,1139,5554,109
3/18/2023,Boots Winter Leather,Formal,12,3482,5848,28394,43
6/18/2022,Ladies Flats Gold,Ladies,1,758,1730,972,72
2/11/2022,Casual Loafers Brown,Casual,14,838,1919,15128,72
6/4/2022,Running Shoes Nike Air,Sports,15,2939,4465,22882,57
5/12/2023,Formal Oxford Black,Formal,8,1897,3458,12485,65
6/20/2022,Ladies Flats Gold,Ladies,5,774,1546,,67
12/5/2022,Slippers Home,Casual,6,258,538,1679,94
10/3/2022,Ethnic Mojri,Ethnic,14,503,1000,6962,150
8/23/2023,Sandals Summer,Casual,10,417,935,5175,82
10/31/2024,Sandals Summer,Casual,13,379,888,,89
9/28/2024,Slippers Home,Casual,13,245,604,4671,44
5/9/2022,Sandals Summer,Casual,6,422,938,3097,35
6/10/2022,Formal Oxford Black,Formal,6,1705,3220,9091,22
9/4/2024,Kids Sneakers Blue,kids,12,644,1161,6197,70
9/8/2022,Kids Sneakers Blue,Kids,4,573,,2496,143
3/7/2024,Running Shoes Nike Air,Sports,7,2577,4588,14074,64
8/18/2023,Formal Pump Ladies,Ladies,9,1497,2975,13299,39
2/1/2023,Ethnic Mojri,Ethnic,1,470,1090,621,17
5/5/2022,Ladies Heels Red,Ladies,5,1230,,6535,51
11/25/2024,Sports Adidas Ultra,Sports,9,3038,5474,21920,30
6/18/2023,Sandals Summer,Casual,1,396,905,,88
2/9/2023,Ladies Flats Gold,Ladies,8,737,1522,6286,58
5/29/2024,Running Shoes Nike Air,Sports,13,2826,4541,22299,30
4/23/2024,Formal Oxford Black,Formal,7,1791,3092,9104,84
10/1/2024,Kids Sneakers Blue,Kids,12,573,1268,8332,97
6/15/2024,Jogging Shoes Puma,Sports,11,2356,3929,17301,96
12/13/2023,Sandals Summer,Casual,11,427,986,6156,10
12/25/2023,Casual Canvas White,Casual,15,539,,8286,39
8/21/2024,Formal Pump Ladies,Ladies,1,1592,2719,1127,22
1/7/2022,Sandals Summer,Casual,8,426,916,3923,78
8/22/2024,Casual Loafers Brown,Casual,2,921,1874,1906,14
2/21/2022,Ladies Heels Red,Ladies,,1255,2354,3296,12
3/4/2022,Sandals Summer,Casul,9,373,917,4901,54
8/15/2023,Sports Adidas Ultra,Sports,3,3050,5675,7874,13
8/8/2024,Formal Oxford Black,Formal,10,,3049,11091,35
1/11/2022,Running Shoes Nike Air,Sports,,2906,4316,14105,121
1/6/2024,Boots Winter Leather,Formal,2,3605,6572,5934,87
9/19/2022,Casual Loafers Brown,Casual,12,832,1796,11566,30
7/2/2022,  Jogging Shoes Puma  ,Sports,6,2373,4040,,77
12/24/2023,Kids Sneakers Blue,Kids,4,601,1196,2379,63
7/10/2024,Ethnic Mojri,Ethnic,12,539,993,5448,55
12/15/2023,Ladies Heels Red,Ladies,13,1252,2536,16698,103
3/6/2023,Casual Loafers Brown,Casual,10,911,1794,8830,51
7/25/2022,Ethnic Mojri,Ethnic,4,485,1018,2129,128
5/18/2024,Sports Adidas Ultra,Sports,12,2989,5296,27685,64
5/2/2024,,Kids,3,720,1496,2328,98
9/2/2023,Ladies Heels Red,Ladies,11,1176,2309,12467,45
8/7/2024,Ethnic Mojri,Ethnic,13,486,956,6115,64
3/17/2024,Kids Sneakers Blue,Kids,6,577,1179,3609,143
3/28/2022,Casual Loafers Brown,Casual,2,885,1925,2080,60
11/26/2023,Ladies Flats Gold,Ladies,5,780,,4885,108
2/27/2024,Running Shoes Nike Air,Sports,1,3016,4496,1481,20
3/29/2023,Casual Loafers Brown,Casual,8,943,1791,6789,113
12/9/2024,Formal Oxford Black,Formal,,1710,3309,1598,139
1/22/2022,Ladies Flats Gold,,6,821,1550,4374,
9/20/2022,Casual Loafers Brown,Casual,4,861,1820,3839,12
4/14/2024,Casual Loafers Brown,Casual,7,920,1833,6393,114
10/4/2023,Formal Oxford Black,Formal,11,1742,3333,17492,14
3/26/2022,Kids Sneakers Blue,Kids,8,576,1157,,87
7/1/2024,Casual Canvas White,Casual,10,541,1147,6062,54
9/7/2022,Casual Canvas White,Casual,6,560,1138,3470,17
5/23/2023,Boots Winter Leather,Formal,9,3340,,28475,40
10/8/2024,Running Shoes Nike Air,Sports,4,2649,4652,8015,52
5/2/2023,Ethnic Mojri,Ethnic,10,,1098,6142,47
6/24/2024,  Slippers Home  ,Casual,1,236,550,314,32
12/25/2023,Sandals Summer,Casual,4,409,986,2307,43
1/20/2024,Sports Adidas Ultra,Sports,,3106,5112,20053,129
9/20/2023,  Ethnic Mojri  ,Ethnic,,471,1041,5135,11
7/1/2023,Casual Canvas White,Casual,15,,1139,8230,31
1/23/2022,Ladies Heels Red,,3,1109,2368,3778,93
3/19/2023,Boots Winter Leather,Formal,7,3698,6383,,27
8/14/2023,Sports Adidas Ultra,Sports,,2956,5154,26373,37
5/2/2022,Formal Oxford Black,Formal,3,1781,3242,4383,90
7/17/2022,Formal Pump Ladies,Ladies,,1507,3079,15713,77
8/11/2023,Ladies Flats Gold,Ladies,10,778,1665,8870,57
3/20/2022,Formal Oxford Black,Formal,11,1840,3214,15123,39
7/1/2023,Ladies Heels Red,Ladies,2,1117,2335,2436,25
5/7/2023,Casual Loafers Brown,Casual,1,959,1716,757,43
10/24/2022,Kids Formal Black,Kids,8,683,1482,6391,18
5/18/2024,Sandals Summer,Casual,5,416,904,2441,19
6/27/2022,Sandals Summer,Casual,7,425,989,3952,
10/6/2024,Ladies Heels Red,Ladies,5,1192,2346,5770,16
1/16/2024,Boots Winter Leather,Formal,15,3708,6320,39176,62
10/5/2024,Ethnic Mojri,Ethnic,12,530,966,5232,53
